2024-05-22 02:11:37,202 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:11:38,911 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\output.log
2024-05-22 02:11:41,413 DEBUG   SenderThread:19608 [sender.py:send():378] send: telemetry
2024-05-22 02:11:42,592 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:11:42,934 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\output.log
2024-05-22 02:11:43,940 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\output.log
2024-05-22 02:11:47,616 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:11:50,772 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:11:50,772 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:11:52,882 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:11:53,005 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\output.log
2024-05-22 02:11:54,013 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\output.log
2024-05-22 02:11:57,924 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:02,961 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:04,093 INFO    Thread-16 :19608 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\homework\資訊安全導論\pythonProject2\MVCweek4\wandb\run-20240522_021132-8bbhhzj6\files\config.yaml
2024-05-22 02:12:05,791 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:12:05,792 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:12:09,098 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:14,126 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:19,172 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:20,811 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:12:20,812 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:12:25,133 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:30,161 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:33,309 DEBUG   SystemMonitor:19608 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-22 02:12:33,309 DEBUG   SenderThread:19608 [sender.py:send():378] send: stats
2024-05-22 02:12:35,325 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:35,833 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:12:35,833 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:12:41,159 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:46,206 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:50,834 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:12:50,834 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:12:52,098 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:12:57,139 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:02,175 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:03,318 DEBUG   SenderThread:19608 [sender.py:send():378] send: stats
2024-05-22 02:13:05,841 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:13:05,842 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:13:08,165 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:13,202 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:18,248 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:20,846 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:13:20,846 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:13:24,184 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:29,228 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:33,326 DEBUG   SenderThread:19608 [sender.py:send():378] send: stats
2024-05-22 02:13:34,332 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:35,850 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:13:35,851 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:13:40,139 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:45,169 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:50,204 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:13:50,853 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:13:50,853 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:13:56,155 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:14:01,190 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:14:03,331 DEBUG   SenderThread:19608 [sender.py:send():378] send: stats
2024-05-22 02:14:05,863 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: stop_status
2024-05-22 02:14:05,864 DEBUG   SenderThread:19608 [sender.py:send_request():405] send_request: stop_status
2024-05-22 02:14:07,100 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:14:12,121 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
2024-05-22 02:14:17,156 DEBUG   HandlerThread:19608 [handler.py:handle_request():158] handle_request: status_report
